,Unnamed: 0,Unnamed: 0.1,title,description,body,keyword,ne,cluster,vector
133,133,133,Two F-16 fighters make emergency landing over technical flaws,"Two U.S. fighter jets made an emergency landing at a South Korean air base after suspected problems with their fuselage, military officers said Friday.   The F-16 jets landed at Wonju Air Base in Gangwon Province, 132 kilometers south of Seoul, on Thursday while taking part in a shooting training session at a range in the nearby mountain of Taebaek, they said.   ""Upon detecting signs of problems with the bodies o...","Two U.S. fighter jets made an emergency landing at a South Korean air base after suspected problems with their fuselage, military officers said Friday.   The F-16 jets landed at Wonju Air Base in Gangwon Province, 132 kilometers south of Seoul, on Thursday while taking part in a shooting training session at a range in the nearby mountain of Taebaek, they said.   ""Upon detecting signs of problems with the bodies of the planes, the pilots, affiliated with the U.S. Air Force 8th Fighter Wing in the South's southwestern city of Gunsan, halted their mission immediately and landed in Wonju,"" an officer said, requesting anonymity.   No casualties or other major problems were reported, another officer added, refusing to provide details.   In a similar incident, two F-16 jets landed at South Korea's commercial airport in Muan, North Jeolla Province, over a sudden engine malfunction, in April.   The U.S. Air Force has deployed F-16 fighters in South Korea on a rotational basis as part of its deterrence against North Korea. (Yonhap)","jets made an emergency landing ,jets landed at south korea ,friday the 16 jets landed ,fighter jets made an emergency ,incident two 16 jets landed","['U.S.', 'south korean', 'Gangwon Province', 'Seoul', 'the U.S. Air Force', '8th Fighter Wing', 'Gunsan', 'Wonju', ""South Korea 's"", 'Muan', 'North Jeolla Province', 'the U.S. Air Force', 'South Korea', 'North Korea']",0,"[ 0.          0.          0.         ... -0.39661095  0.38682353
  0.15132491]"
134,134,134,Seoul City to go ahead with recruitment exam,"Seoul Metropolitan Government said Thursday that it would go ahead with the recruitment exam slated for Saturday despite concerns that the large-scale event could expose applicants to the risk of Middle East respiratory syndrome. The city, instead, will dispatch police and supervisors for applicants placed on watch for MERS infection to take their test at home.The Seoul Human Resource Development Center said that the...","Seoul Metropolitan Government said Thursday that it would go ahead with the recruitment exam slated for Saturday despite concerns that the large-scale event could expose applicants to the risk of Middle East respiratory syndrome. The city, instead, will dispatch police and supervisors for applicants placed on watch for MERS infection to take their test at home.The Seoul Human Resource Development Center said that the examination to select public officials for the city will proceed as planned since its postponement could cause confusion and aggravate groundless panic.Applicants who are isolated at their homes ― to be monitored for possible MERS infection ― will be allowed to take the test indoors, each under the watch of two test supervisors, a nurse and a police officer, president of SHRDC Ahn Joon-ho said in a press briefing. The center is in charge of selecting and educating the city’s public officials.“We will be making sure that there are no doubts about fairness by ensuring that the exam is conducted in the same manner as it would at the actual venue,” Ahn said.The city has been checking the list of all 130,033 applicants, and identified single-digit numbers of MERS suspects, city officials said.Seoul City, under the vanguard of Mayor Park Won-soon, has been going all-out to take preventive measures against the outbreak. He had slammed the central government for downplaying the virus and vowed to take all due measures saying that “being overprotective is better than being belated when it comes to safety of the citizens.”Critics have condemned Park for fanning public fear of MERS but later being inconsistent by deciding to push ahead with the exam that would involve large crowds gathering in an enclosed space.Seoul City has so far canceled most of its large-scale cultural and sports events and is currently operating a 24-hour transportation service for MERS suspects while expanding the workforce at call centers.“Mayor Park who has openly favored ‘overprotective measures’ has presented a sloppy plan for the examination. … What about those with symptoms still coming to take the test using public transportation?” said ruling Saenuri Party Rep. Ha Tae-keung on his Facebook account earlier this week.The city said it will receive requests to take the exam at home by Friday. Such applicants will be required to submit a notification of MERS watch certified by the respective public health centers.On the day of the exam, the city will open just one entrance and minimize the flow of traffic. All participants will be required to sanitize their hands and get their fever checked. Nurses and ambulance crew will be on stand by for emergencies.From news reports (khnews@heraldcorp.com)","recruitment exam slated for saturday ,exam at home by friday ,exam slated for saturday ,exam slated for saturday despite ,test supervisors nurse and police","['Seoul Metropolitan Government', 'the Seoul Human Resource Development Center', 'SHRDC Ahn Joon - ho', 'Seoul City', 'Park Won - soon', 'Seoul City', 'Park', 'Saenuri Party', 'Ha Tae - keung']",5,"[ 0.          0.          0.         ... -0.4039183   0.30081755
  0.3206712 ]"
135,135,135,Park postpones U.S. trip over MERS crisis,"President Park Geun-hye has decided to delay her trip to the United States scheduled for later this week as part of efforts to assuage the public’s deepening fears over the Middle East respiratory syndrome, Cheong Wa Dae said Wednesday.“To assure the public from growing MERS fears, the president has decided to postpone her trip to the U.S. to look after the people and bring an end to the MERS outbreak,” said senio...","President Park Geun-hye has decided to delay her trip to the United States scheduled for later this week as part of efforts to assuage the public’s deepening fears over the Middle East respiratory syndrome, Cheong Wa Dae said Wednesday.“To assure the public from growing MERS fears, the president has decided to postpone her trip to the U.S. to look after the people and bring an end to the MERS outbreak,” said senior press secretary Kim Sung-woo. “Because the people’s safety is her top priority, she will delay the trip to the U.S. and will stay to dispel the public fear,” Kim added.The decision came after a phone call between Foreign Minister Yun Byung-se and U.S. Secretary of State John Kerry earlier in the morning, according to Cheong Wa Dae officials.The South Korean foreign minister has sought the understanding of his U.S. counterpart and agreed to reschedule the trip at the earliest and most convenient time in the future for both.Park was to leave on Sunday for a six-day trip to Washington and Houston, which was to include a summit with U.S. President Barack Obama.Senior press secretary Kim Sung-woo announces President Park Geun-hye’s decision to postpone visit to the U.S. Wednesday. (Yonhap) The White House responded that Obama is willing to host the summit with her and will try to cooperate with South Korea to stop MERS.“President Obama looks forward to welcoming President Park to the White House at a mutually convenient time in the future to discuss the U.S.-Korea alliance and the critical role it plays in assuring regional stability and security,” said White House National Security Council spokesman Alistair Baskey, according to the U.S. Embassy in Seoul.“As just one example of this partnership, the United States is working closely with our Korean partners to support their response to the MERS cases in South Korea,” he said.Her trip was seen as crucial in seeking to reaffirm the alliance with the U.S. as inter-Korean tension remains high. The Seoul government has also received increasing calls to bolster its diplomatic stance in light of the tightening alliance between the U.S. and Japan.The president, however, was facing growing calls to delay her trip as the country struggled to contain the disease that has killed nine so far. As of Wednesday afternoon, 108 patients are confirmed of MERS while 3,439 are being monitored. Authorities have shown confidence in containing the disease, saying that all of the confirmed cases were hospital-related. But speculations have been spiking on the possibility of the virus being transmitted to the general community following a number of cases where patients were moved around before being confirmed of having the disease.Education offices have canceled classes at schools, kindergartens and day care centers in some parts of the country in the face of parents’ demands to ensure their children’s safety. Calls have also been mounting for the president to take a leading role in the government’s all-out efforts to combat the disease. On Monday, the president delegated special authorities to a task force of civilian experts and Health Ministry officials to control overall quarantine measures. A separate pangovernmental organization was also launched to provide necessary administrative support to handle the crisis.Observers said Park may have delayed the trip as it remains uncertain if South Korea will be able to stop MERS from spreading to the general public. The pending confirmation of her prime minister-designate may have also played a part in delaying the U.S. trip, they added. Premier-designate Hwang Kyo-ahn completed his three-day confirmation hearing Wednesday as the opposition remained opposed to the prosecutor-turned-justice minister, citing alleged ethical lapses and political bias.The president is also under growing pressure with her performance ratings dropping rapidly in recent surveys.According to Realmeter, her approval rating sank 4.4 percentage points to 40.3 percent last week. More than 50 percent of respondents said they would want her to delay the trip to the U.S. while 39 percent said that the president should go as planned, according to the pollster. By Cho Chung-un (christory@heraldcorp.com)","calls to delay her trip ,to stop mers president obama ,education offices have canceled classes ,president has decided to postpone ,disease on monday the president","['Park Geun', 'the United States', 'U.S.', 'Kim Sung - woo', 'U.S.', 'Kim', 'Yun Byung - se', 'U.S.', 'State', 'John Kerry', 'south korean', 'U.S.', 'Washington', 'Houston', 'U.S.', 'Barack Obama', 'Kim Sung - woo', 'Park Geun', 'U.S.', 'the White House', 'Obama', 'South Korea', 'Park', 'White House National Security Council', 'Alistair Baskey', 'the U.S. Embassy', 'Seoul', 'the United States', 'korean', 'South Korea', 'U.S.', 'inter - korean', 'Seoul', 'U.S.', 'Japan', 'Health Ministry', 'Park', 'South Korea', 'U.S.', 'Hwang Kyo - ahn', 'U.S.', 'Cho Chung - un']",6,"[ 0.          0.          0.         ... -0.42964414  0.31377065
  0.25198099]"
136,136,136,Government urges public cooperation to end MERS,"Acting Prime Minister Choi Kyung-hwan on Wednesday pleaded for trust and urged cooperation to help fight the further spread of the Middle East respiratory syndrome.“In order to prevent the spread of MERS, we need your trust and cooperation,” he said in a statement released at the Health and Welfare Ministry.“As MERS is only being transmitted through medical institutions, the key to preventing MERS is to stop the t...","Acting Prime Minister Choi Kyung-hwan on Wednesday pleaded for trust and urged cooperation to help fight the further spread of the Middle East respiratory syndrome.“In order to prevent the spread of MERS, we need your trust and cooperation,” he said in a statement released at the Health and Welfare Ministry.“As MERS is only being transmitted through medical institutions, the key to preventing MERS is to stop the transmission inside and between hospitals,” he said.He also encouraged people to check the medical facilities announced by the government to have been exposed to MERS and for people who have visited the facilities in question to first report to health authorities and follow due process instead of visiting a different hospital.The government also advised that people in need of medical assistance or treatment visit nearby hospitals instead of large-scale hospitals. In cases of emergencies, people should go to hospitals with separate emergency treatment facilities, they said.South Korea’s MERS toll as of Wednesday morning reached nine deaths and 108 confirmed cases.With regard to prevalent criticism towards poor communication and information sharing among government bodies and municipalities, Choi said that they would work to minimize such confusion.“As MERS infection is occurring simultaneously and at a large scale, there tends to be confusion,” he said.He added that they will abide by the principle of releasing all countermeasures information in real time through the headquarters set up at the Health Ministry.To a question of whether he expected the MERS spread to abate this week, Choi said that “proper management” of the situation would be key, noting that the incubation period of those connected to the 14th patient infected at Samsung Medical Center ends this week.“The government is putting maximum capacity with a sense of urgency that if the MERS situation is not controlled this week, things will get much more difficult,” he added.Meanwhile, ruling Saenuri Party chairman Rep. Kim Moo-sung echoed the government’s call for cooperation saying, “At this rate, it would be safe to say that (the MERS situation) will begin to settle down.”Adding that the people should trust the scientific views and world-class skills of Korean medical professionals, Kim said, “There are a very few cases of NIMBY (‘not in my backyard’) syndrome where they stigmatize (MERS) patients or oppose thedesignation of their nearby hospitals to accommodate them. That should never be the case when the country is in hardship.”From news reports (khnews@heraldcorp.com)","patient infected at samsung medical ,hospital the government also advised ,hwan on wednesday pleaded for ,treatment visit nearby hospitals instead ,14th patient infected at samsung","['Choi Kyung - hwan', 'the Health and Welfare Ministry', 'South Korea ’s', 'Choi', 'the Health Ministry', 'Choi', 'Samsung Medical Center', 'Saenuri Party', 'Kim Moo - sung', 'korean', 'Kim']",5,[0.         0.         0.         ... 0.04949863 0.64978075 0.29442391]
137,137,137,Park postpones U.S. trip over MERS crisis,"President Park Geun-hye has decided to delay her trip to the United States scheduled later this week as part of efforts to assuage the public’s deepening fears over the Middle East respiratory syndrome, Cheong Wa Dae said Wednesday.”To assure the public from growing MERS fears, the president has decided to postpone her trip to the U.S., to look after the people and bring an end to the MERS outbreak,” said senior p...","President Park Geun-hye has decided to delay her trip to the United States scheduled later this week as part of efforts to assuage the public’s deepening fears over the Middle East respiratory syndrome, Cheong Wa Dae said Wednesday.”To assure the public from growing MERS fears, the president has decided to postpone her trip to the U.S., to look after the people and bring an end to the MERS outbreak,” said senior press secretary Kim Sung-woo.“Because the people’s safety is her top priority, she will delay the trip to the U.S. and will stay to dispel the public fear,“ Kim addedThe decision came after a phone call between Foreign Minister Yun Byung-se and U.S. Secretary of State John Kerry earlier in the morning, according to Cheong Wa Dae officials.The South Korean foreign minister has sought the understanding of his U.S. counterpart and agreed to reschedule the trip at the earliest and most convenient time in the future for both.By Cho Chung-un (christory@heraldcorp.com)","president has decided to postpone ,decided to postpone her trip ,postpone her trip to the ,to postpone her trip ,decided to delay her trip","['Park Geun', 'the United States', 'U.S.', 'Kim Sung - woo', 'U.S.', 'Kim', 'Yun Byung - se', 'U.S.', 'State', 'John Kerry', 'south korean', 'U.S.', 'Cho Chung - un']",5,"[ 0.          0.          0.         ... -0.47021487  0.28172547
  0.25400817]"
138,138,138,[Newsmaker] Seoul mayor capitalizes on MERS response,"Seoul City Mayor Park Won-soon’s latest response to Middle East respiratory syndrome appears to have given him an opportunity to demonstrate his capacity as a competent administrator and a potential alternative to the incumbent presidency that has struggled to control public fears over the MERS outbreak. Park on Tuesday met Rep. Moon Jae-in, the leader of main opposition New Politics Alliance for Democracy, and vowe...","Seoul City Mayor Park Won-soon’s latest response to Middle East respiratory syndrome appears to have given him an opportunity to demonstrate his capacity as a competent administrator and a potential alternative to the incumbent presidency that has struggled to control public fears over the MERS outbreak. Park on Tuesday met Rep. Moon Jae-in, the leader of main opposition New Politics Alliance for Democracy, and vowed to consolidate efforts to address the outbreak that left seven people dead, close to 100 infected and 2,892 under quarantine as of Tuesday afternoon.The meeting came as part of the mayor’s efforts to take the lead in combating MERS. He has taken independent steps to prevent the disease and criticized the government’s mishandling, a move widely applauded by the public. Park Won-soon (Yonhap)His move could help prove his leadership and demonstrate his capacity for the next presidency, observers said. “It is hard to deny that he would emerge as a strong presidential hopeful,” said Yoon Pyung-joong, a political philosophy professor at Hanshin University. “The Seoul mayor is often considered to be on the road to the presidency. After all, the government changed its stance due to his remarks. He made a necessary call while the whole nation, even the government, was plunging into panic amid the MERS crisis,” Yoon said. Park held a press conference on June 4 to criticize the government for withholding information on MERS. He accused the Ministry of Health and Welfare of letting a confirmed MERS patient go to a public gathering where 1,565 residents attended, putting the public in danger of contracting the disease. President Park Geun-hye blasted the mayor’s decision, claiming it further confused the public amid the outbreak. She urged the local municipalities, including Seoul, to communicate with the central government during the crisis. But the mayor fired back, saying that the municipalities’ “overreaction” was better than the government’s “belated response.” He asserted that there is no place for debate in the face of the people’s call for public safety. Experts said the mayor’s decision has weight as he was exercising his right as mayor. “As an elected mayor, he is entitled to take matters into his own hands to ensure public safety,” said Kim Wook, a political professor at Baejae University.Other experts gave him credit for successfully positioning himself against the incumbent administration, but added that would not be enough. “Contrary to the president, the mayor’s response was decisive and swift,” said Choi Jin, the chairman of the Institute of Presidential Leadership.“(The mayor) could score quick political points through this kind of move. But he should continue on by showing the public his own policy. Simply going against the president will not help him in the long run,” said Choi. By Yeo Jun-suk (jasonyeo@heraldcorp.com)","park on tuesday met rep ,contracting the disease president park ,outbreak park on tuesday ,tuesday met rep moon jae ,mers outbreak park on tuesday","['Seoul City', 'Park Won - soon', 'Moon Jae - in', 'New Politics Alliance for Democracy', 'Yoon Pyung - joong', 'Hanshin University', 'Seoul', 'Yoon', 'the Ministry of Health and Welfare', 'Park Geun', 'Seoul', 'Kim Wook', 'Baejae University', 'Choi Jin', 'the Institute of Presidential Leadership', 'Choi', 'Yeo Jun - suk']",5,"[ 0.          0.          0.         ... -0.34033722  0.47190577
  0.06400618]"
139,139,139,"S. Korea, Japan fail to reach deal on UNESCO row","South Korea and Japan ended another round of talks Tuesday with no breakthrough in their sparring over Japan's bid to put some historical sites on the UNESCO World Heritage list, an official here said.Japan has applied to list 23 historical industrial facilities, including coal mines and shipyards, under the period of 1850-1910.South Korea is strongly against the bid as it includes seven sites where nearly 60,000 Kor...","South Korea and Japan ended another round of talks Tuesday with no breakthrough in their sparring over Japan's bid to put some historical sites on the UNESCO World Heritage list, an official here said.Japan has applied to list 23 historical industrial facilities, including coal mines and shipyards, under the period of 1850-1910.South Korea is strongly against the bid as it includes seven sites where nearly 60,000 Koreans were forced to work especially in the 1940s during Japan's 1910-45 occupation of the Korean Peninsula.In the talks, which were held in a ""businesslike"" mood, South Korea delivered its position in writing, a foreign ministry official said.""The Japanese side offered their opinion on the draft document we proposed, after which we offered our opinion,"" he told reporters on the condition of anonymity. ""Differences remain but the two sides agreed to continue efforts to resolve the differences.""The official declined to elaborate on the details of the document, but added that another round of talks will be held, probably in Tokyo.The two sides first met in Tokyo on May 22. In Tuesday's talks, as in the previous round, South Korea was represented by Choi Jong-moon, ambassador for cultural and UNESCO affairs, and his counterpart was Jun Shimmi, the Japanese foreign ministry's director-general for cultural affairs.A final decision on the listing is expected to come during a meeting of the World Heritage Committee slated for June 28-July 8 in Bonn, Germany.Both South Korea and Japan have conducted all-out diplomatic campaigns to win the sympathy of the committee's 19 other member nations. (Yonhap)","their sparring over japan bid ,talks tuesday with no breakthrough ,in tokyo on may 22 ,of 1850 1910 south korea ,south korea and japan ended","['South Korea', 'Japan', 'Japan', 'UNESCO World Heritage', 'Japan', 'Koreans', 'Japan', 'South Korea', 'japanese', 'Tokyo', 'Tokyo', 'South Korea', 'Choi Jong - moon', 'UNESCO', 'Jun Shimmi', 'japanese', 'the World Heritage Committee', 'Bonn', 'Germany', 'South Korea', 'Japan']",14,"[ 0.          0.          0.         ... -0.64761204  0.71545905
  0.12707983]"
140,140,140,S. Korea gears up for ASEAN meetings,"Deputy Foreign Minister Kim Hong-kyun will fly to Kuala Lumpur this week for preparatory meetings ahead of key annual talks with Southeast Asian countries, the Foreign Ministry said Monday.   Kim will participate in the two-day senior officials' meetings starting Tuesday in Malaysia, the chair of this year's ASEAN meetings.   Those include the ASEAN-plus-three talks involving South Korea, China and Japan, as well...","Deputy Foreign Minister Kim Hong-kyun will fly to Kuala Lumpur this week for preparatory meetings ahead of key annual talks with Southeast Asian countries, the Foreign Ministry said Monday.   Kim will participate in the two-day senior officials' meetings starting Tuesday in Malaysia, the chair of this year's ASEAN meetings.   Those include the ASEAN-plus-three talks involving South Korea, China and Japan, as well as the larger East Asia Summit and the U.S., Russia, India, Australia and New Zealand.   Top diplomats from the ASEAN and 17 other countries will hold a separate meeting, called the ASEAN Regional Forum.  ""In the SOMs this time, discussions are planned on agenda items and preparations for the foreign ministers' meeting in August and summits in November,"" the ministry said in a press release.  The members of the ASEAN-plus-three summit, launched in 1997, have formed cooperation channels in more than 20 sectors, including finance, economy, education and health care.  Leaders joining the EAS will discuss ways to strengthen the group, which marks the 10th anniversary of its birth this year.  In the ARF, foreign ministers will likely focus on North Korea, the South China Sea and other regional security issues. (Yonhap)","meetings starting tuesday in malaysia ,senior officials meetings starting tuesday ,officials meetings starting tuesday ,officials meetings starting tuesday in ,meetings starting tuesday","['Kim Hong - kyun', 'Kuala Lumpur', 'southeast asian', 'the Foreign Ministry', 'Kim', 'Malaysia', 'ASEAN', 'ASEAN', 'South Korea', 'China', 'Japan', 'U.S.', 'Russia', 'India', 'Australia', 'New Zealand', 'ASEAN', 'the ASEAN Regional Forum', 'ASEAN', 'ARF', 'North Korea']",5,"[ 1.          0.          0.         ... -0.23268288  0.51621747
  0.45477533]"
141,141,141,U.S. urges Korea to speak out on China sea dispute,"The U.S. on Wednesday prodded South Korea to take a stand against China’s growing assertiveness in territorial disputes in the South China Sea, complicating Seoul’s strategic calculations amid the escalating Sino-U.S. competition.U.S. Assistant Secretary of State for East Asia and Pacific Affairs Daniel Russel told a U.S. forum that Seoul should “speak out” against Beijing’s aggressive behavior given that it is ...","The U.S. on Wednesday prodded South Korea to take a stand against China’s growing assertiveness in territorial disputes in the South China Sea, complicating Seoul’s strategic calculations amid the escalating Sino-U.S. competition.U.S. Assistant Secretary of State for East Asia and Pacific Affairs Daniel Russel told a U.S. forum that Seoul should “speak out” against Beijing’s aggressive behavior given that it is a “major stakeholder” in the international system that it has long benefited from. It was the first time that a senior U.S. official has publicly mentioned the role of Seoul with regard to long-festering maritime disputes in the South China Sea.  U.S. Assistant Secretary of State for East Asia and Pacific Affairs Daniel Russel. (Yonhap)“The role for the Republic of Korea is the role of a major stakeholder in the international order. It’s the role of a country of laws. It’s the role of a trading nation. It’s a role of a country that has flourished under the international system,” Russel said during a forum cosponsored by the Center for Strategic and International Studies and the Korea Foundation. “The fact that, like the United States, the Republic of Korea is not a claimant, in my view, gives Seoul all the more reason to speak out because it is speaking not in self-interest, but speaking in support of universal principles and the rule of law.”Russel’s demand came as China has been turning numerous rocks and reefs in the Spratly Islands into artificial islands to construct military bases equipped with naval harbors, airstrips, radar facilities and other equipment.Vietnam, the Philippines, Malaysia, Taiwan and Brunei have engaged in intense territorial claims with China, while Beijing has delineated its claim to the vast majority of the South China Sea with “the nine-dashed-line” ― a maritime demarcation line that takes in more than 80 percent of the 3.5 million-square-kilometer sea.Regarding Russel’s remarks, Seoul officials said they believed the senior U.S. official was mentioning the “universal principle,” which Seoul sticks to as a law-abiding member of the international community, denying that it was pressuring Seoul to take a stand against China.Washington’s apparent moves to pressure Seoul to take up a role in addressing China’s maritime assertiveness pose a daunting diplomatic challenge, as Seoul hopes to maintain a close strategic partnership with Beijing ― its core partner for trade, tourism and efforts to denuclearize North Korea.China has recently revealed its “active defense” strategy, which shifted its naval operations focus from “offshore waters defense” to “open seas protection” and stressed a longer-range projection of military might, heightening tensions between the two major powers. Observers say China’s hardened military posture could make it even tougher for Seoul to make diplomatic and defense-related decisions such as allowing the U.S. to deploy its strategic missile defense asset ― the Terminal High-Altitude Area Defense system ― to the peninsula.The U.S. concerns over the artificial islands stem from the possibility that Beijing’s maritime ambitions may hurt Washington’s efforts to safeguard what it calls “global commons,” namely freedom of navigation in the world’s most crucial transport route for energy and trade.The concerns have led the U.S. to come up with the military concept of “Joint Concept for Access and Maneuver in the Global Commons,” and pushed it to concentrate its state-of-the-art military assets including the stealthy Zumwalt destroyers and Littoral Combat Ships in the western Pacific areas.By Song Sang-ho (sshluck@heraldcorp.com)","on wednesday prodded south korea ,daunting diplomatic challenge as seoul ,wednesday prodded south korea ,wednesday prodded south korea to ,china sea complicating seoul strategic","['U.S.', 'South Korea', 'China', 'Seoul', 'sino - U.S.', 'U.S.', 'State', 'Pacific Affairs', 'Daniel Russel', 'U.S.', 'Seoul', 'Beijing ’s', 'U.S.', 'Seoul', 'U.S.', 'State', 'Pacific Affairs', 'Daniel Russel', 'the Republic of Korea', 'Russel', 'the Center for Strategic and International Studies', 'the Korea Foundation', 'the United States', 'the Republic of Korea', 'Seoul', 'China', 'Vietnam', 'Philippines', 'Malaysia', 'Taiwan', 'Brunei', 'China', 'Beijing', 'Seoul', 'U.S.', 'Seoul', 'Seoul', 'China', 'Washington', 'Seoul', 'China', 'Seoul', 'Beijing', 'North Korea', 'China', 'China', 'Seoul', 'U.S.', 'U.S.', 'Beijing', 'Washington', 'U.S.', 'Zumwalt', 'Littoral Combat Ships', 'Song Sang - ho']",19,"[ 7.          0.          3.         ... -0.7341128   0.51906747
  0.02262667]"
142,142,142,Seoul City to create ‘Avengers’ tour route,"Seoul City pledged Thursday to introduce a special tourist route by linking four local sightseeing spots that appeared in the recent “Avengers” film, but some doubt how effective the plan will be.Seoul Metropolitan Government said it would offer a tourist course with four public spots ― Sangam Digital Media City, the old steel manufacturing area, Gangnam-daero and the Floating Island on the Hangang River. These lo...","Seoul City pledged Thursday to introduce a special tourist route by linking four local sightseeing spots that appeared in the recent “Avengers” film, but some doubt how effective the plan will be.Seoul Metropolitan Government said it would offer a tourist course with four public spots ― Sangam Digital Media City, the old steel manufacturing area, Gangnam-daero and the Floating Island on the Hangang River. These locations were used in the shooting of “Avengers: Age of Ultron,” which drew more than 10 million viewers earlier this year.The Avengers tour program will also include visits to neighboring attractions such as the Korean Film Museum and the Mullae artists’ community to offer a more complete tour course, the city said. Seoul City has seen a rise of visitors after the film was released. The number of daily visitors to the Floating Island, the manmade island that appeared as geneticist Helen Cho’s laboratory in the film, doubled to about 7,000 last month, compared to March, it said. Having projected that the nation’s brand value would jump by 2 trillion won ($1.8 billion) by participating in the film, the Korean government provided various assistance for filmmaking, including 4 billion won of financial support and public traffic restrictions. The authorities had also expected that the film would draw more than 600,000 overseas tourists. Some people, however, have raised doubts over the film’s influence on tourism, saying that the promotional impact has been exaggerated. “I think the new tour program will only waste money. The Korean background of the movie barely offered meaningful scenes in the film, as it was just quickly passed by, without giving a significant vibe,” said film critic Kim Yu-jung at Gangnam University. The new tour route will be available from Friday, the city said. By Lee Hyun-jeong (rene@heraldcorp.com)","seoul city pledged thursday ,avengers tour program will also ,thursday to introduce special tourist ,gangnam university the new tour ,seoul city pledged thursday to","['Seoul City', 'Seoul Metropolitan Government', 'Digital Media City', 'Avengers', 'the korean Film Museum', 'Mullae', 'Seoul City', 'Helen Cho ’s', 'korean', 'korean', 'Kim Yu - jung', 'Gangnam University', 'Lee Hyun - jeong']",10,"[ 0.          0.          0.         ... -0.75517648  0.77589607
 -0.13132378]"
143,143,143,JSC chief vows to retaliate against N. Korea's provocations,"South Korea's top military officer called for a watertight combat readiness Thursday against North Korea's provocations, vowing to retaliate against them without hesitation, military officials said.Adm. Choi Yun-hee, chairman of the Joint Chiefs of Staff, made the remarks during his visit to a Marine Corps unit on Yeonpyeong Island in the Yellow Sea, which North Korea shelled in November 2010, killing two soldiers an...","South Korea's top military officer called for a watertight combat readiness Thursday against North Korea's provocations, vowing to retaliate against them without hesitation, military officials said.Adm. Choi Yun-hee, chairman of the Joint Chiefs of Staff, made the remarks during his visit to a Marine Corps unit on Yeonpyeong Island in the Yellow Sea, which North Korea shelled in November 2010, killing two soldiers and two civilians.""There is the need to thoroughly brace for any blitz provocations by North Korea,"" Choi said. ""If the North makes provocations, we should retaliate against the North without hesitation and mercy.""The remarks came as North Korea has ratcheted up its provocations in recent weeks by test-firing what it claimed to be a submarine-launched ballistic missile. It also said that it has already miniaturized nuclear warheads enough to be placed on missiles.""There is a high possibility that the North's military would make a surprise provocation in a different style under its carefully drawn plans,"" Choi said. ""We need to maintain watertight combat readiness against the North's threats.""He also ordered the Marine Corps to protect South Korean fishing vessels to prevent them from being seized or attacked by North Korea. (Yonhap)","2010 killing two soldiers ,korea provocations vowing to retaliate ,thursday against north korea provocations ,watertight combat readiness thursday against ,2010 killing two soldiers and","[""South Korea 's"", ""North Korea 's"", 'Choi Yun - hee', 'the Joint Chiefs of Staff', 'Marine Corps', 'North Korea', 'North Korea', 'Choi', 'North Korea', 'Choi', 'the Marine Corps', 'south korean', 'North Korea']",0,"[ 0.          0.          0.         ... -0.00866618  0.57689518
  0.29309753]"
144,144,144,S. Korea urges easing of tensions in South China Sea,"South Korea Tuesday pushed for a peaceful resolution to growing tension in the South China Sea over China's construction of artificial islands in the contested waters. In a statement, the Foreign Ministry said peace and stability in the area is important for South Korea as well.""Protecting the freedom of navigation is indispensable for the stability and development of the Asia-Pacific region,"" ministry spokesman Noh ...","South Korea Tuesday pushed for a peaceful resolution to growing tension in the South China Sea over China's construction of artificial islands in the contested waters. In a statement, the Foreign Ministry said peace and stability in the area is important for South Korea as well.""Protecting the freedom of navigation is indispensable for the stability and development of the Asia-Pacific region,"" ministry spokesman Noh Kwang-il said.He added that the government hopes that the relevant countries will ""fully and effectively"" implement the Declaration on the Conduct of Parties in the South China Sea, a 2002 deal between China and the Association of Southeast Asian Nations.China has been dredging new islands apparently to bolster its territorial claim to the resource-rich waters.Chinese officials said it is not targeting any other nations, however Vietnam and other Southeast Asian nations are infuriated.U.S. President Barack Obama urged China to stop the project, calling it ""counterproductive.""China called on the U.S. not to interfere with the matter. (Yonhap)","korea tuesday pushed for peaceful ,tuesday pushed for peaceful resolution ,south korea tuesday pushed for ,president barack obama urged china ,china has been dredging new","['South Korea', 'China', 'the Foreign Ministry', 'South Korea', 'Noh Kwang - il', 'China', 'the Association of Southeast Asian Nations', 'China', 'chinese', 'Vietnam', 'southeast asian', 'U.S.', 'Barack Obama', 'China', 'U.S.']",5,"[ 4.          0.          0.         ... -0.30040389  0.51375335
 -0.00819463]"
